Price,Close,High,Low,Open,Volume
2014-11-03,168.0818328857422,168.64829178882005,167.6986303780883,168.20678331697044,93600000
2014-11-04,167.49867248535156,167.9401808591387,166.65729739818286,167.63194867868253,93343000
2014-11-05,168.5566864013672,168.76494563020483,167.81528405515053,168.7232912422104,91709000
2014-11-06,169.2313995361328,169.32303408104502,167.9735187024571,168.5982962238228,107089000
2014-11-07,169.3896942138672,169.60629190977082,168.7815809292589,169.24807948792457,89540000
2014-11-10,169.9228057861328,169.97278594943364,169.21473228748746,169.42299144199433,66319000
2014-11-11,170.08941650390625,170.19771533559125,169.64790809783273,169.9894561738158,54499400
2014-11-12,169.90618896484375,170.1394382487187,169.36470742567266,169.3980360154449,90120300
2014-11-13,170.09774780273438,170.63089072585845,169.2813754822603,170.07275772126997,85357900
2014-11-14,170.13943481445312,170.34769400736153,169.70625213408658,170.0228101748697,80417500
2014-11-17,170.24769592285156,170.42263921207422,169.64790851856034,169.81452601729828,80441000
2014-11-18,171.23069763183594,171.53891714580226,170.3060263788056,170.3060263788056,76068100
2014-11-19,170.9557342529297,171.23063779545572,170.18934227579365,171.03070447967488,82373000
2014-11-20,171.25567626953125,171.363975101743,170.08941733123763,170.1560617886656,72840300
2014-11-21,172.1719970703125,173.13832256959557,171.58887399699674,172.9717177930953,142327300
2014-11-24,172.65524291992188,172.7635417967803,172.36368759850157,172.5802726410826,65880800
2014-11-25,172.5302276611328,173.09668650336496,172.27198832357809,172.88842733293296,79108300
2014-11-26,172.9717559814453,173.0717163271886,172.46360303869625,172.68018802485082,62167800
2014-11-28,172.60520935058594,173.16334243899618,172.363634289773,172.84679712253077,57890100
2014-12-01,171.40565490722656,172.0554226228248,171.08910955291802,171.93879797415676,103968400
2014-12-02,172.51353454589844,172.72179368153581,171.42225870893927,171.44724878832542,74507200
2014-12-03,173.1800079345703,173.3965929116687,172.52191450072354,172.68851930704014,68952000
2014-12-04,172.9884033203125,173.49655621325397,172.18868249935517,172.88843027323583,91316600
2014-12-05,173.27162170410156,173.66314994311185,172.89675775706397,173.16332287297476,91025500
2014-12-08,172.11370849609375,173.37158930347246,171.54723694544316,172.87177492350764,108588200
2014-12-09,171.99705505371094,172.1053538712348,169.86448354976568,170.24767323909364,125180100
2014-12-10,169.23977661132812,171.5889340172947,169.048168975757,171.53062804513303,159856400
2014-12-11,170.09774780273438,171.76382102638834,169.6978937881738,169.83950848684879,159012800
2014-12-12,167.34873962402344,169.78954372790358,167.31542374942498,168.80655382697938,202330200
2014-12-15,166.1991729736328,168.7149477532399,165.5910596483271,168.25677495562604,189965800
2014-12-16,164.8662567138672,168.60658246256986,164.82460234665464,165.42438964335642,259543800
2014-12-17,168.09848022460938,168.5566529794312,165.18285159900216,165.3078147382074,253910100
2014-12-18,172.2553253173828,177.41182444957346,169.87283988140095,170.55593606686278,257633900
2014-12-19,172.98829650878906,173.66677847149788,172.2260459758219,172.91289968304082,245084600
2014-12-22,173.78402709960938,173.78402709960938,172.9380208735829,173.1809292497312,148318900
2014-12-23,174.0185546875,174.4206156394255,173.72537752135997,174.37035961809573,122167900
2014-12-24,174.0352783203125,174.51272321470321,173.99339404996266,174.2446868907769,42963400
2014-12-26,174.59652709960938,174.93996029220176,174.43737450883302,174.4876305309124,57326700
2014-12-29,174.83103942871094,175.04044801246695,174.34520998064275,174.41222226119893,79643900
2014-12-30,173.8928680419922,174.53783718463018,173.81747124891183,174.40382542408642,73540800
2014-12-31,172.16738891601562,174.3871280021789,172.04174885396162,174.21960365901083,130333800
2015-01-02,172.0752410888672,173.28982128164603,171.0281980132217,172.8710040513878,121465900
2015-01-05,168.96763610839844,171.18736247009298,168.65771542653994,171.0198381226367,169632600
2015-01-06,167.3760986328125,169.80523308712642,166.57196404899335,169.27751936707995,209151400
2015-01-07,169.46180725097656,169.80524040998517,168.2639962375917,168.7163131733623,125346700
2015-01-08,172.46893310546875,172.6867262487599,170.86906097370908,170.88580446066396,147217800
2015-01-09,171.08688354492188,172.9045492684129,170.46702927989588,172.88779299603627,158567300
2015-01-12,169.7466583251953,171.38005613327013,169.13518860363823,171.22090350324925,144396100
2015-01-13,169.26918029785156,172.11713246858025,167.95408800557067,170.97794904403116,214553300
2015-01-14,168.24725341796875,168.44829028398178,166.329076182249,167.23371012608965,192991100
2015-01-15,166.70602416992188,169.21054318097146,166.5887558494843,168.89225075766285,176613900
2015-01-16,168.89224243164062,169.05139502609322,166.31232672791032,166.49660733398304,211879600
2015-01-20,169.25241088867188,169.8052526800065,167.6692823271497,169.53720352737625,130991100
2015-01-21,170.10679626464844,170.59262575262738,168.31425915169214,168.7833323728341,122942700
2015-01-22,172.63644409179688,172.77045587358825,169.47855902370208,170.86903510773473,174356000
2015-01-23,171.68995666503906,172.63648780718634,171.55593206802388,172.37681035748602,117516800
2015-01-26,172.0919647216797,172.18410500611472,170.75175750778004,171.47212351846696,92009700
2015-01-27,169.82200622558594,170.9779330292382,168.98437180897193,170.01465856264684,134044600
2015-01-28,167.6441650390625,171.12034303354145,167.4515126865921,171.01983098552003,168514300
2015-01-29,169.1937713623047,169.45343597255868,166.42119085534728,167.845179512446,173585400
2015-01-30,167.0662078857422,169.34457487666967,166.79817147690366,168.00436726989923,197729700
2015-02-02,169.1351318359375,169.22727212864035,165.73433831100994,167.56875964127536,163107000
2015-02-03,171.58106994628906,171.5894544723902,169.66289231873068,170.03982533587737,124212900
2015-02-04,170.92767333984375,172.03335688105557,170.46697186433883,170.81040503528672,134306700
2015-02-05,172.65313720703125,172.8039179918263,171.52233883683772,171.5977228385942,97953200
2015-02-06,172.17575073242188,173.59135489086833,171.64803697881993,173.02175686167652,125672000
2015-02-09,171.4051513671875,172.25115760866407,170.99470586202008,171.52241968562276,87219000
2015-02-10,173.23117065429688,173.4908352769414,171.44700526720317,172.45217678636325,96164200
2015-02-11,173.3316650390625,173.7672384675809,172.41027494872932,173.0636287008642,91087800
2015-02-12,174.9986114501953,175.05725200465156,173.36522660783785,174.1358488724042,97545900
2015-02-13,175.71893310546875,175.76918912151592,174.86454248880932,175.1242198738628,93670400
2015-02-17,175.99534606933594,176.17125489888508,175.14934001421074,175.40062008315908,76968200
2015-02-18,176.01219177246094,176.08757583145078,175.35045317121634,175.61850242268042,80652900
2015-02-19,175.886474609375,176.25503580478946,175.26663330916625,175.40902962897874,91462500
2015-02-20,176.94192504882812,177.01730909001168,174.8394541708134,175.4676800765873,140896400
2015-02-23,176.91673278808594,176.91673278808594,176.30525059266353,176.69056796537788,74411100
2015-02-24,177.4193115234375,177.62034834818525,176.5397929894323,176.84134183591166,72472300
2015-02-25,177.26858520507812,177.77954273792483,176.92515200830022,177.29371321642407,73061700
2015-02-26,177.05917358398438,177.33559448538486,176.44769123484664,177.17644189537057,72697900
2015-02-27,176.4561004638672,177.22672272962188,176.4058444349924,176.95867353390418,108076000
2015-03-02,177.57012939453125,177.6287571590149,176.50633007782352,176.55658609917728,87491400
2015-03-03,176.84141540527344,177.62042224162857,175.97028103152726,177.13459263233727,110325800
2015-03-04,176.09588623046875,176.31367936673297,175.11585546114185,176.23828255271755,114497200
2015-03-05,176.28851318359375,176.57330576642445,175.77755577026363,176.42252495232995,76873000
2015-03-06,173.8091583251953,175.8529885452061,173.47410963852946,175.41741502751,188128000
2015-03-09,174.529541015625,174.88971774880002,173.85105905310326,174.01021166777662,89818900
2015-03-10,171.69825744628906,173.23112959022868,171.65637317937149,173.14737383767732,157121300
2015-03-11,171.2961883544922,172.13382252737478,171.21241982469064,171.95791372730486,110145700
2015-03-12,173.4740753173828,173.54107481642993,171.88256241737415,171.93281843230224,93993500
2015-03-13,172.4103240966797,174.16934901490586,171.36328089013224,173.1977026330096,162410900
2015-03-16,174.7137451171875,174.80588539157134,172.43537904268106,173.14737323394573,136099200
2015-03-17,174.19448852539062,174.57979326503525,173.37359745498603,173.9683236156841,94510400
2015-03-18,176.28851318359375,176.96699489380757,173.07198788951843,173.7169698528693,228808500
2015-03-19,175.484375,176.29688124326645,175.09068588083855,175.8696923779417,117917300
2015-03-20,177.0334014892578,177.54663983858308,176.2593394086648,176.44444260601756,177715100
2015-03-23,176.68841552734375,177.62234052295042,176.68841552734375,177.0417908177977,71784500
2015-03-24,175.69561767578125,177.02497648718406,175.62830625623647,176.56223134011702,77805300
2015-03-25,173.12100219726562,176.1415427401764,173.0789437940414,175.90595919342294,159521700
2015-03-26,172.70870971679688,173.6342126911177,171.7411226693189,172.4478860345943,153067200
2015-03-27,173.1042022705078,173.28088353008002,172.3974387171937,172.59096388118087,118939000
2015-03-30,175.2159881591797,175.51888305800637,174.13062226074769,174.14744048299423,96180400
2015-03-31,173.68475341796875,175.08985868702868,173.62586393942064,174.3830950760514,126768700
2015-04-01,173.0705108642578,173.67630075700797,172.06927443489747,173.65106058133833,137303600
2015-04-02,173.693115234375,174.1474511913835,172.8180797669194,173.00318292971428,86900900
2015-04-06,174.8626251220703,175.3842724915507,172.6582310501748,172.79284102923077,114368200
2015-04-07,174.3998565673828,175.64508545643727,174.3662072842571,174.88785462190066,81236300
2015-04-08,174.98886108398438,175.43478802248939,174.2316300513679,174.6270766328106,89351900
2015-04-09,175.76292419433594,175.99850775421126,174.32418265640757,174.82058995483473,85548900
2015-04-10,176.72207641601562,176.76414765680897,175.81340437424785,176.01532578871172,72722900
2015-04-13,175.9227752685547,177.21849759819753,175.87229491463046,176.57904554625006,74436600
2015-04-14,176.25936889648438,176.44447212480452,175.0898600475578,175.72089027910113,75099900
2015-04-15,177.0502166748047,177.56345501531496,176.64636099585348,176.73050347987441,99529300
2015-04-16,176.999755859375,177.51299425654355,176.511757642531,176.71369192346913,68934900
2015-04-17,174.9635772705078,176.0405340803865,174.17268430486672,175.79654146932214,191113200
2015-04-20,176.56224060058594,176.89878487762067,175.81341867159364,175.8975483216817,92189500
2015-04-21,176.3518524169922,177.4119781748417,176.0489575092726,177.25211519044277,72559800
2015-04-22,177.218505859375,177.4036090579527,175.76292044889206,176.69684555504654,78264600
2015-04-23,177.6643829345703,178.32065305869497,176.69679597019564,176.81458771456835,102585900
2015-04-24,178.07672119140625,178.34596691168719,177.62238508636042,178.08514314412915,61327400
2015-04-27,177.33628845214844,178.77502988490204,177.14276331198704,178.6488290007448,79358100
2015-04-28,177.90000915527344,177.95048950951048,176.124710614009,177.31105029194075,86863500
2015-04-29,177.16793823242188,177.77371504769357,176.35180530571165,176.99965334327106,125684900
2015-04-30,175.3927459716797,176.98294155912512,174.6859823918822,176.58749494080897,161304900
2015-05-01,177.29420471191406,177.3362759497805,176.082624956061,176.18358565626897,103399700
2015-05-04,177.79905700683594,178.38801589852372,177.61395380682822,177.7233236334939,70927200
2015-05-05,175.76292419433594,177.91685120201765,175.61989223572175,177.55505391041842,113326200
2015-05-06,175.03932189941406,176.62951716104993,173.96236494118128,176.31821310169286,135060200
2015-05-07,175.73765563964844,176.16676428454488,174.60180926758275,174.93835348782315,88244900
2015-05-08,178.05140686035156,178.25334106646667,177.3446563964545,177.42879885858676,155877300
2015-05-11,177.20164489746094,178.27860177748005,177.12592437582023,178.00936897664462,75708100
2015-05-12,176.67160034179688,177.21850080867748,175.52733189153747,176.3602962613978,119727600
2015-05-13,176.70521545410156,177.71486079725807,176.46963196864294,177.08383085299312,94667900
2015-05-14,178.54786682128906,178.64041841502137,177.45407876036367,177.7317335415606,95934000
2015-05-15,178.74139404296875,178.88442600188816,178.25339585694547,178.74139404296875,76510100
2015-05-18,179.2967071533203,179.54910894555377,178.50581396874503,178.57312539278774,74549700
2015-05-19,179.23779296875,179.69214184135333,178.95172906427564,179.4144870499492,72114600
2015-05-20,179.11158752441406,179.86881850836832,178.79186149911146,179.33874911659618,76857500
2015-05-21,179.63327026367188,179.84361367147477,178.800305746969,178.96859074388553,64764600
2015-05-22,179.20408630371094,179.66683130289036,179.13677490567804,179.24614469393708,57433500
2015-05-26,177.2773895263672,179.13683056454792,176.85670278670406,178.70772187355368,124308600
2015-05-27,178.9601287841797,179.1957123211864,177.32786225039047,177.74013985932214,93214000
2015-05-28,178.75828552246094,178.86765538780898,178.0599437187743,178.6489028187674,74974600
2015-05-29,177.64756774902344,178.73293371642194,177.3783349542574,178.69087531979548,124919600
2015-06-01,178.0093994140625,178.65724777221428,177.21008431005293,178.32070350404038,93338800
2015-06-02,177.83273315429688,178.53107481645287,176.91563896743315,177.5466691977538,91531000
2015-06-03,178.3039093017578,178.934939563799,177.80750191015454,178.37122073697677,87820900
2015-06-04,176.79786682128906,178.25343978627055,176.4781406941213,177.58876018532868,151882800
2015-06-05,176.49488830566406,177.17639865376026,175.83019618068607,176.64632934375734,121704700
2015-06-08,175.40953063964844,176.5369808029363,175.33381011148174,176.3855269082631,89063300
2015-06-09,175.38427734375,175.9311777401686,174.74483820094332,175.38427734375,105034700
2015-06-10,177.48773193359375,177.8747693808545,176.09947083557088,176.1583603028673,134551300
2015-06-11,178.05987548828125,178.44690010353955,177.69807821227135,177.9336617619957,73876400
2015-06-12,176.6968231201172,177.93364304523976,176.41916835750405,177.2268924704095,135382400
2015-06-15,175.93955993652344,176.22562375888444,174.82894108970518,175.54411348394453,124384200
2015-06-16,176.8988037109375,176.98294620832493,175.611503098634,175.78818436946796,85308200
2015-06-17,177.1848602294922,177.79907219030636,176.14997431441196,177.1848602294922,126708600
2015-06-18,179.02737426757812,179.498541168069,177.21842716640742,177.790554734622,165867900
2015-06-19,178.23268127441406,178.85833074422996,177.85222416336924,178.7822419021784,130478700
2015-06-22,179.14581298828125,179.73763668332765,178.93444646142262,179.16272592265088,70696000
2015-06-23,179.27264404296875,179.6108382571635,178.87528680507396,179.35719582171498,68476800
2015-06-24,177.97064208984375,179.38256915120272,177.94527913491083,179.00211192641822,92307300
2015-06-25,177.42950439453125,178.6047016788958,177.35341554680983,178.47788693269342,97107400
2015-06-26,177.39569091796875,178.03824046485585,176.8376802347103,177.79304808852046,104174800
2015-06-29,173.67564392089844,177.40415250106332,173.5995550684352,175.89922388199795,202621300
2015-06-30,174.03919982910156,175.28203601376663,173.55727796530587,175.23129721169175,182925100
2015-07-01,175.43421936035156,175.88231537051007,174.63947914586998,175.62867295513246,135979900
2015-07-02,175.27357482910156,176.08522796006977,174.85084177981975,175.9161373205148,104373700
2015-07-06,174.77474975585938,175.56102702087796,173.7686430526982,173.97155955695555,117975400
2015-07-07,175.87384033203125,176.00065507128355,172.5680651871236,174.97764843921559,173820200
2015-07-08,172.92318725585938,174.8085731213779,172.6864577705382,174.52111773217206,164020100
2015-07-09,173.23599243164062,175.30739462196533,173.1260906151726,175.04528930383157,144113100
2015-07-10,175.41732788085938,175.840060991263,173.27829937428038,175.2566872347795,129456900
2015-07-13,177.35342407226562,177.46332589066137,176.65168567437436,176.6939615587367,106069400
2015-07-14,178.12278747558594,178.4356186976055,177.25195844557382,177.31114726353027,81709600
2015-07-15,178.0636444091797,178.6301052389795,177.58172246247167,178.16509622920623,97914100
2015-07-16,179.49246215820312,179.49246215820312,178.88372551193277,179.12890501353002,106683300
2015-07-17,179.64462280273438,179.70381161864924,179.0697120807576,179.48398218900905,89030000
2015-07-20,179.7376708984375,180.23649290059097,179.4164024889918,179.87294859756804,70446800
2015-07-21,179.02737426757812,179.86439001233205,178.72300607864796,179.60228479067754,77965000
2015-07-22,178.70614624023438,179.04434038439422,178.30032616803007,178.3341391320523,88667900
2015-07-23,177.7000732421875,178.94290954291952,177.33652898182683,178.8414577308728,90509100
2015-07-24,175.85693359375,177.86068394923439,175.5187523433079,177.80150803576151,117755000
2015-07-27,174.83395385742188,175.4765164407603,174.38585779314153,174.96078153082374,132361100
2015-07-28,176.9814453125,177.12517302174973,174.84241680878748,175.6794201097589,123544800
2015-07-29,178.19888305664062,178.42714960168323,176.9644969466987,177.1082246271734,105791300
2015-07-30,178.24122619628906,178.4103168900171,177.05756553860678,177.68321529627283,91304400
2015-07-31,177.97064208984375,178.77383243123117,177.68318666674355,178.74846947629828,103266900
2015-08-03,177.37030029296875,177.99594975548595,176.40646960253176,177.9367738459541,113965700
2015-08-04,177.02365112304688,177.75920231471846,176.53327936167062,177.29419349782842,81820800
2015-08-05,177.60707092285156,178.6554406368602,177.31960264246598,177.92833927031117,85786800
2015-08-06,176.15286254882812,177.9029706222478,175.56102597347228,177.79305590383225,116030800
2015-08-07,175.81466674804688,176.1443979994498,174.90156184397986,175.9922202991662,117858000
2015-08-10,178.02976989746094,178.11430875133064,176.939111606014,176.939111606014,80270700
2015-08-11,176.42333984375,177.09971503670914,175.65396290049918,176.67698215370766,126081400
2015-08-12,176.63475036621094,176.82075391321334,173.62489355222596,175.10445901197147,172123700
2015-08-13,176.41494750976562,177.16741177149737,175.8653868417129,176.474123424326,89383300
2015-08-14,177.05755615234375,177.13364502536876,176.0768121196026,176.22053984669174,72786500
2015-08-17,178.04672241210938,178.04672241210938,175.99224575637072,176.4572547424814,79072600
2015-08-18,177.53097534179688,178.1227990558947,177.29424585615774,177.767704827436,71692700
2015-08-19,176.1274871826172,177.55631391735295,175.30738411253319,176.7784867283554,172946000
2015-08-20,172.44972229003906,176.10212915144035,172.39053347037176,174.59720051816444,194327900
2015-08-21,167.25856018066406,172.42435856984426,166.99646775368126,170.55587281171998,346588500
2015-08-24,160.21580505371094,166.9626200395307,154.2129913663177,158.51642305863834,507244300
2015-08-25,158.3304901123047,165.2463987998871,158.03457172362724,165.2294858603302,369833100
2015-08-26,164.40928649902344,164.68827886263205,159.26038993000216,162.39707375019248,339257000
2015-08-27,168.47604370117188,168.60285846364087,165.04345318858753,166.57374485939872,274143900
2015-08-28,168.48452758789062,168.9579866640046,167.33469287413143,167.82506488890442,160414400
2015-08-31,167.1232452392578,168.3576311468453,166.565234641275,167.49525230457968,163298800
2015-09-01,162.13497924804688,164.67137663505986,161.25568759610985,163.27635033173217,256000400
2015-09-02,165.2125244140625,165.25480029684482,162.68457627282137,164.54459900815078,160269300
2015-09-03,165.3309326171875,167.4445983041861,164.8321106112458,165.93120644785185,152087800
2015-09-04,162.82833862304688,163.90208435055692,161.99978532740784,163.04816810000582,207081000
2015-09-08,166.92039489746094,167.07258553028186,165.00964582415958,165.66065844635514,116025700
2015-09-09,164.68832397460938,168.64511174347638,164.31632975430517,168.51829699800766,149347700
2015-09-10,165.5845489501953,166.74283343563752,164.23179796366657,164.493890403369,158611100
2015-09-11,166.33697509765625,166.40461392152713,164.4684896779842,165.18714089342419,119691200
2015-09-14,165.7197723388672,166.5652382690909,165.2294005512431,166.5145123774033,79452000
2015-09-15,167.79119873046875,168.239294706965,165.67753359575494,166.22708137046524,113806200
2015-09-16,169.24534606933594,169.43981250157276,167.74888081747133,168.09552490890053,99581600
2015-09-17,168.8649139404297,171.53658949176486,168.48445683551876,169.11010629524768,276046600
2015-09-18,166.1054229736328,168.85047191148456,165.68899914961318,166.3263952569317,223657500
2015-09-21,166.9638214111328,168.00064066852894,165.90149437442514,166.9468205475449,105726200
2015-09-22,164.7966766357422,165.26410313957095,163.64935821433156,164.7711818235206,153890900
2015-09-23,164.53321838378906,165.44256359360344,163.94681177842696,164.96664315094998,92790600
2015-09-24,163.9382781982422,164.40570461691456,161.94960540009873,163.30088207310462,159378800
2015-09-25,163.89578247070312,165.72297936372473,163.01191931876372,165.41702872926209,155054800
2015-09-28,159.78245544433594,163.0969230646322,159.4680108400387,162.9864369202651,178515900
2015-09-29,159.87596130371094,161.25274592471786,158.86462391687405,160.00344832543215,159045600
2015-09-30,162.85897827148438,163.02894799343923,160.99777934161122,161.7881443842376,163452000
2015-10-01,163.28392028808594,163.589870995786,161.32074198361886,163.2414246127105,131079000
2015-10-02,165.72300720214844,165.74850201198163,160.7258169891074,161.27823479382965,211003300
2015-10-05,168.67201232910156,168.90147856426722,166.85330924442903,166.96379538874163,126320800
2015-10-06,168.09413146972656,169.10546891664006,167.42274646640487,168.53606316246604,110274500
2015-10-07,169.47085571289062,169.8277959254269,167.83061655639113,169.03741812292472,124307300
2015-10-08,171.00064086914062,171.2895906714988,168.77399488521147,169.07994554884294,153055200
2015-10-09,171.10260009765625,171.5870143605235,170.4652040369294,171.1450957619426,107069200
2015-10-12,171.26405334472656,171.4680117579402,170.7456374313847,171.179062027318,56395600
2015-10-13,170.1847686767578,171.80800728553606,170.0147989670317,170.52470809621005,88038700
2015-10-14,169.36892700195312,170.71171000060897,169.0714831973024,170.1253033717427,99106200
2015-10-15,171.96949768066406,171.9779916281229,169.66636706916037,170.0403082430894,134142200
2015-10-16,172.75131225585938,172.76830014521803,171.60399429928006,172.3773712042971,114580100
2015-10-19,172.8363494873047,172.8363494873047,171.7825294024599,172.09697404482694,76523900
2015-10-20,172.61537170410156,173.23576697500354,172.13945133366403,172.394412380072,78448500
2015-10-21,171.54452514648438,173.1932453345911,171.3745424957973,173.04027651039942,102038000
2015-10-22,174.44259643554688,174.65506184661572,171.54457808414088,172.50491292402762,174911700
2015-10-23,176.35475158691406,176.72869271411736,175.3264264549621,176.13379226986535,144442300
2015-10-26,175.9213409423828,176.23578556633333,175.54739978532913,176.17630200108832,69033000
2015-10-27,175.58140563964844,175.9213450806803,174.89300687459252,175.24145323075817,77905800
2015-10-28,177.57859802246094,177.60409283580253,175.24998528485906,175.92137031595516,135906700
2015-10-29,177.4765625,177.85050360093226,176.949652567517,177.06863264800853,90525500
2015-10-30,176.711669921875,177.9949689007674,176.55020715321908,177.67201742774458,131076900
2015-11-02,178.80235290527344,178.9978174110078,176.91565941762744,177.04314641795082,86270800
2015-11-03,179.32077026367188,179.88168194645053,178.21594775852338,178.44541398654317,95246100
2015-11-04,178.77685546875,179.74569700481345,178.23294465846624,179.6182229742222,96224500
2015-11-05,178.59835815429688,179.303744633463,177.69750719493086,178.83631829571976,78408700
2015-11-06,178.5048828125,178.7428559350105,177.16211321174407,178.24993476669562,110471500
2015-11-09,176.83917236328125,178.03748012203968,175.8788247734861,177.8844983175024,131008700
2015-11-10,177.2471160888672,177.28111781158165,176.08280995912102,176.35475890154848,75874600
2015-11-11,176.55026245117188,177.57009382958077,176.48227196356336,177.51910420583926,67846000
2015-11-12,174.0856475830078,175.9723413784113,174.0686596878124,175.49642095576158,121315200
